Name	CheckpointCER	LearningIteration	TrainingIteration	EvalCER	IterationCER	ValidationCER
		76	100		22.57
		151	200		23.516
		236	300		23.987
		309	400		23.341
		383	500		23.552
		470	600		23.259
		552	700		22.283
		633	800		21.538
		712	900		20.753
		790	1000		20.203
		866	1100		19.368
		940	1200		18.001
		1018	1300		16.639
		1086	1400		15.307
		1165	1500		14.076
		1241	1600		12.762
		1313	1700		11.881
		1390	1800		11.156
		1455	1900		10.317
		1527	2000		9.513
		1589	2100		8.682
		1648	2200		8.129
		1702	2300		7.603
		1762	2400		7.286
		1823	2500		6.441
		1884	2600		6.075
		1935	2700		5.739
		1985	2800		5.146
		2036	2900		4.957
		2093	3000		4.722
		2144	3100		4.839
		2191	3200		4.742
		2247	3300		4.71
		2304	3400		4.827
		2346	3500		4.751
		2397	3600		4.919
		2439	3700		4.92
		2480	3800		5.034
		2519	3900		4.87
		2556	4000		4.751
		2595	4100		4.337
		2637	4200		4.323
		2667	4300		4.049
		2695	4400		3.84
		2735	4500		3.985
		2768	4600		3.664
		2797	4700		3.58
		2831	4800		3.497
		2864	4900		3.582
		2895	5000		3.922
		2928	5100		3.933
		2963	5200		3.835
		2995	5300		3.701
		3029	5400		3.621
		3067	5500		3.574
		3107	5600		3.612
		3140	5700		3.689
		3165	5800		3.539
		3196	5900		3.541
		3225	6000		3.119
		3247	6100		3.032
		3285	6200		3.002
		3316	6300		2.998
		3343	6400		2.949
		3370	6500		3.054
		3404	6600		3.04
		3439	6700		2.819
		3462	6800		2.766
		3494	6900		2.75
		3531	7000		2.72
		3559	7100		2.755
		3587	7200		2.75
		3626	7300		3.152
		3658	7400		3.244
		3686	7500		3.057
		3716	7600		2.95
		3749	7700		3.079
		3771	7800		3.159
		3796	7900		3.075
		3820	8000		3.042
		3846	8100		3.106
		3886	8200		3.265
		3922	8300		3.022
		3962	8400		2.963
		3993	8500		3.073
		4023	8600		3.07
		4053	8700		2.919
		4083	8800		2.926
		4108	8900		3.061
		4133	9000		3.069
		4157	9100		2.937
		4190	9200		2.823
		4212	9300		2.734
		4246	9400		2.795
		4273	9500		2.697
		4297	9600		2.56
		4327	9700		2.65
		4354	9800		2.661
		4387	9900		2.588
		4417	10000		2.593
		4443	10100		2.598
		4464	10200		2.471
		4485	10300		2.409
		4513	10400		2.21
		4541	10500		2.192
		4570	10600		2.468
		4590	10700		2.389
		4618	10800		2.348
		4647	10900		2.251
		4672	11000		2.188
		4699	11100		2.224
		4723	11200		2.214
		4746	11300		2.209
		4770	11400		2.286
		4790	11500		2.16
		4816	11600		1.944
		4840	11700		1.885
		4863	11800		1.905
		4892	11900		1.933
		4918	12000		1.987
		4948	12100		1.969
		4968	12200		1.959
		4996	12300		1.953
		5028	12400		1.957
		5055	12500		1.971
		5078	12600		2.035
		5102	12700		2.012
		5127	12800		1.996
		5151	12900		1.951
		5181	13000		1.991
		5207	13100		2.047
		5233	13200		2.24
		5261	13300		2.216
		5287	13400		2.25
		5310	13500		2.171
		5336	13600		2.105
		5351	13700		2.107
		5381	13800		2.115
		5410	13900		2.137
		5439	14000		2.065
		5459	14100		1.942
		5479	14200		1.752
		5510	14300		1.835
		5534	14400		1.927
		5552	14500		1.964
		5574	14600		2.036
		5593	14700		2.076
		5624	14800		2.034
		5645	14900		1.97
		5673	15000		2.012
		5699	15100		2.062
		5729	15200		2.111
		5751	15300		2.067
		5780	15400		1.935
		5805	15500		1.984
		5826	15600		1.894
		5845	15700		1.964
		5868	15800		1.979
		5893	15900		1.982
		5919	16000		1.959
		5946	16100		1.933
		5970	16200		1.901
		5994	16300		1.986
		6023	16400		2.013
		6044	16500		2.024
		6068	16600		1.987
		6085	16700		1.919
		6113	16800		1.933
		6134	16900		1.891
		6155	17000		1.806
		6172	17100		1.72
		6198	17200		1.702
		6216	17300		1.547
		6237	17400		1.458
		6265	17500		1.393
		6295	17600		1.546
		6319	17700		1.548
		6335	17800		1.443
		6353	17900		1.447
		6374	18000		1.455
