Name	CheckpointCER	LearningIteration	TrainingIteration	EvalCER	IterationCER	ValidationCER
		84	100		15.15
		170	200		16.522
		257	300		16.969
		341	400		16.636
		421	500		15.813
		498	600		15.469
		574	700		14.902
		655	800		14.703
		739	900		14.657
		809	1000		14.451
		892	1100		14.529
		963	1200		14.063
		1038	1300		13.6
		1115	1400		13.134
		1194	1500		13.128
		1267	1600		13.007
		1338	1700		13.03
		1415	1800		12.847
		1489	1900		12.464
		1571	2000		12.514
		1649	2100		12.104
		1729	2200		11.78
		1804	2300		11.604
		1879	2400		11.65
		1958	2500		11.944
		2033	2600		12.001
		2107	2700		11.929
		2179	2800		11.713
		2251	2900		12.037
		2325	3000		11.872
		2391	3100		11.644
		2458	3200		11.635
		2542	3300		11.683
		2618	3400		11.568
		2695	3500		11.308
		2767	3600		10.958
		2833	3700		11.127
		2906	3800		11.049
		2984	3900		10.92
		3050	4000		10.692
		3115	4100		10.575
		3176	4200		10.382
		3242	4300		9.993
		3311	4400		10.051
		3376	4500		9.494
		3445	4600		9.654
		3526	4700		9.7
		3595	4800		10.363
		3672	4900		10.13
		3743	5000		10.174
		3809	5100		10.261
		3874	5200		10.657
		3932	5300		10.576
		3999	5400		10.305
		4057	5500		10.46
		4120	5600		10.102
		4172	5700		9.46
		4230	5800		8.652
		4293	5900		8.427
		4357	6000		8.146
		4416	6100		7.985
		4472	6200		7.535
		4531	6300		7.796
		4593	6400		7.837
		4649	6500		7.768
		4704	6600		7.7
		4769	6700		7.825
		4831	6800		8.017
		4888	6900		7.914
		4949	7000		7.989
		5007	7100		7.859
		5062	7200		8.004
		5127	7300		7.755
		5188	7400		7.606
		5250	7500		7.497
		5314	7600		7.504
		5376	7700		7.613
		5438	7800		7.581
		5500	7900		7.597
		5563	8000		7.399
		5617	8100		7.525
		5675	8200		7.296
		5742	8300		7.38
		5794	8400		7.297
		5860	8500		7.371
		5922	8600		7.415
		5981	8700		7.313
		6045	8800		7.172
		6100	8900		7.421
		6152	9000		7.336
		6223	9100		7.445
		6275	9200		7.506
		6327	9300		7.239
		6373	9400		7.124
		6417	9500		7.026
		6476	9600		6.933
		6532	9700		6.695
		6593	9800		6.762
		6650	9900		6.754
		6706	10000		6.987
		6767	10100		7.062
		6832	10200		7.116
		6883	10300		7.182
		6933	10400		7.664
		6988	10500		7.593
		7036	10600		7.388
		7081	10700		7.321
		7133	10800		7.253
		7187	10900		6.856
		7235	11000		6.675
		7275	11100		6.229
		7318	11200		5.954
		7368	11300		5.898
		7415	11400		5.44
		7463	11500		5.325
		7514	11600		5.441
		7560	11700		5.525
		7599	11800		5.176
		7652	11900		5.257
		7698	12000		5.219
		7750	12100		5.334
		7799	12200		5.294
		7848	12300		5.33
		7895	12400		5.338
		7943	12500		5.337
		7997	12600		5.335
		8046	12700		5.255
		8093	12800		5.379
		8145	12900		5.447
		8200	13000		5.899
		8246	13100		5.784
		8301	13200		5.797
		8353	13300		5.714
		8402	13400		5.761
		8451	13500		5.794
		8487	13600		5.622
		8538	13700		5.64
		8587	13800		5.765
		8630	13900		5.53
		8681	14000		5.136
		8728	14100		5.253
		8777	14200		5.3
		8830	14300		5.353
		8878	14400		5.28
		8921	14500		5.215
		8967	14600		5.278
		9001	14700		5.366
		9048	14800		5.207
		9099	14900		5.243
		9147	15000		5.328
		9197	15100		5.216
		9243	15200		5.299
		9292	15300		5.497
		9350	15400		5.616
		9395	15500		5.615
		9440	15600		5.614
		9479	15700		5.425
		9515	15800		5.312
		9555	15900		5.189
		9608	16000		5.091
		9642	16100		4.998
		9690	16200		4.85
		9731	16300		4.532
		9767	16400		4.238
		9806	16500		4.189
		9849	16600		4.204
		9894	16700		4.186
		9933	16800		4.17
		9973	16900		4.364
		10002	17000		4.178
		10042	17100		4.222
		10079	17200		4.136
		10119	17300		4.19
		10165	17400		4.293
		10206	17500		4.301
		10242	17600		4.162
		10283	17700		4.13
		10325	17800		4.16
		10366	17900		3.967
		10408	18000		4.019
		10448	18100		3.943
		10494	18200		4.136
		10542	18300		4.333
		10582	18400		4.189
		10628	18500		4.108
		10673	18600		4.458
		10717	18700		4.514
		10761	18800		4.516
		10794	18900		4.473
		10839	19000		4.549
		10884	19100		4.721
		10926	19200		4.594
		10963	19300		4.32
		11004	19400		4.417
		11042	19500		4.475
		11078	19600		4.189
		11120	19700		4.182
		11150	19800		4.098
		11187	19900		4.1
		11227	20000		3.915
		11270	20100		3.797
		11307	20200		3.725
		11361	20300		3.941
		11410	20400		4.128
		11446	20500		4.599
		11497	20600		4.689
		11533	20700		4.654
		11573	20800		4.692
		11610	20900		4.879
		11634	21000		4.851
		11675	21100		4.846
		11709	21200		4.872
		11740	21300		4.527
		11768	21400		4.221
		11799	21500		3.743
		11834	21600		3.529
		11868	21700		3.494
		11903	21800		3.525
		11941	21900		3.322
		11982	22000		3.412
		12016	22100		3.377
		12049	22200		3.337
		12079	22300		3.321
		12113	22400		3.417
		12148	22500		3.396
		12186	22600		3.49
		12222	22700		3.471
		12254	22800		3.427
		12288	22900		3.468
		12329	23000		3.538
		12370	23100		3.474
		12412	23200		3.489
		12448	23300		3.505
		12486	23400		3.523
		12527	23500		3.744
		12560	23600		3.738
		12591	23700		3.676
		12631	23800		3.77
		12669	23900		3.758
		12703	24000		3.705
		12735	24100		3.699
		12770	24200		3.687
		12802	24300		3.743
		12833	24400		3.687
		12876	24500		3.427
		12915	24600		3.465
		12952	24700		3.448
		12988	24800		3.482
		13018	24900		3.428
		13047	25000		3.324
		13074	25100		3.267
		13106	25200		3.231
		13152	25300		3.36
		13184	25400		3.32
		13222	25500		3.394
		13256	25600		3.361
		13300	25700		3.559
		13341	25800		3.523
		13376	25900		3.629
		13415	26000		3.761
		13447	26100		3.819
		13483	26200		3.853
		13509	26300		3.578
		13540	26400		3.692
		13566	26500		3.579
		13600	26600		3.499
		13630	26700		3.357
		13665	26800		3.259
		13697	26900		3.134
		13729	27000		3.041
		13760	27100		3.005
		13786	27200		2.85
		13824	27300		3.04
		13854	27400		3.038
		13876	27500		2.994
		13912	27600		3.093
		13951	27700		3.208
		13977	27800		3.139
		14009	27900		3.221
		14037	28000		3.172
		14059	28100		3.039
		14091	28200		3.151
		14119	28300		2.996
		14151	28400		2.912
		14180	28500		2.904
		14221	28600		2.939
		14259	28700		2.82
		14285	28800		2.944
		14308	28900		2.812
		14336	29000		2.902
		14363	29100		2.985
		14398	29200		3.02
		14429	29300		3.003
		14464	29400		2.962
		14497	29500		3.11
		14528	29600		2.948
		14568	29700		2.999
		14598	29800		3.062
		14622	29900		3.03
		14654	30000		3.083
		14692	30100		3.204
		14712	30200		3.052
		14739	30300		3.07
		14768	30400		3.088
		14805	30500		3.009
		14839	30600		3.07
		14874	30700		3.102
		14907	30800		3.118
		14937	30900		3.162
		14967	31000		3.108
		15001	31100		3.105
		15026	31200		3.21
		15054	31300		3.144
		15092	31400		3.213
		15116	31500		3.161
		15145	31600		3.076
		15165	31700		2.929
		15192	31800		2.767
		15216	31900		2.767
		15237	32000		2.634
		15262	32100		2.473
		15286	32200		2.406
		15311	32300		2.44
		15330	32400		2.282
		15358	32500		2.284
		15391	32600		2.467
		15409	32700		2.388
		15438	32800		2.442
		15472	32900		2.478
		15499	33000		2.603
		15521	33100		2.609
		15550	33200		2.736
		15574	33300		2.72
		15601	33400		2.76
		15633	33500		2.843
